,Date,Calories,Fat (g),Carbohydrates (g),Protein (g)
557,2021-06-11,883.9,32.4,99.3,31.5
558,2021-06-11,953.1,31.0,140.2,31.4
559,2021-06-11,300.0,9.8,40.4,12.5
560,2021-06-12,542.3,22.7,55.6,18.0
561,2021-06-12,1206.6,42.3,160.3,47.5
562,2021-06-12,984.1,31.0,148.2,31.4
563,2021-06-12,96.8,0.0,25.0,0.0
564,2021-06-13,626.1,23.8,80.9,23.5
565,2021-06-13,851.0,30.0,109.6,20.3
566,2021-06-13,953.1,31.0,140.2,31.4
567,2021-06-14,696.8,19.6,105.8,25.0
568,2021-06-14,747.8,29.4,85.0,19.9
569,2021-06-14,1018.1,34.6,144.9,34.8
570,2021-06-15,696.8,19.6,105.8,25.0
571,2021-06-15,442.3,9.6,59.2,10.9
572,2021-06-15,953.1,31.0,140.2,31.4
573,2021-06-15,48.4,0.0,12.5,0.0
574,2021-06-16,648.4,19.6,93.3,25.0
575,2021-06-16,953.1,31.0,140.2,31.4
576,2021-06-16,600.0,19.6,80.8,25.0
577,2021-06-17,900.0,29.4,121.2,37.5
578,2021-06-17,172.5,8.0,21.2,5.9
579,2021-06-17,1301.5,40.8,193.1,43.9
580,2021-06-18,333.2,15.0,46.7,6.3
581,2021-06-18,1296.8,39.2,186.6,50.0
582,2021-06-18,1001.5,31.0,152.7,31.4
583,2021-06-19,300.0,9.8,40.4,12.5
584,2021-06-19,953.1,31.0,140.2,31.4
585,2021-06-19,953.1,31.0,140.2,31.4
586,2021-06-19,96.8,0.0,25.0,0.0
587,2021-06-20,569.2,6.3,70.8,18.5
588,2021-06-20,1049.9,31.0,165.2,31.4
589,2021-06-20,953.1,31.0,140.2,31.4
590,2021-06-21,659.3,21.8,85.7,18.6
591,2021-06-21,1049.9,31.0,165.2,31.4
592,2021-06-21,953.1,31.0,140.2,31.4
593,2021-06-22,712.2,19.6,109.8,25.0
594,2021-06-22,1057.2,36.8,147.7,36.8
595,2021-06-22,600.0,19.6,80.8,25.0
596,2021-06-23,1055.7,33.7,136.0,33.0
597,2021-06-23,953.1,31.0,140.2,31.4
598,2021-06-23,96.8,0.0,25.0,0.0
599,2021-06-24,1025.1,34.8,127.0,33.2
600,2021-06-24,96.8,0.0,25.0,0.0
601,2021-06-24,953.1,31.0,140.2,31.4
602,2021-06-25,1032.3,35.6,127.5,33.8
603,2021-06-25,1049.9,31.0,165.2,31.4
604,2021-06-26,982.8,33.9,113.3,33.7
605,2021-06-26,960.1,34.6,129.9,34.8
606,2021-06-26,96.8,0.0,25.0,0.0
607,2021-06-27,891.5,25.6,102.5,36.9
608,2021-06-27,1049.9,31.0,165.2,31.4
609,2021-06-27,745.2,19.6,118.3,25.0
610,2021-06-28,745.1,17.5,91.7,23.6
611,2021-06-28,396.8,9.8,65.4,12.5
612,2021-06-28,921.4,34.6,119.9,34.8
613,2021-06-29,300.0,9.8,40.4,12.5
614,2021-06-29,1049.9,31.0,165.2,31.4
615,2021-06-29,785.4,18.6,103.0,23.7
616,2021-06-30,562.6,19.7,87.4,14.2
617,2021-06-30,696.8,19.6,105.8,25.0
618,2021-06-30,940.9,35.7,121.3,35.8
619,2021-07-01,696.8,19.6,105.8,25.0
620,2021-07-01,600.0,19.6,80.8,25.0
621,2021-07-01,569.8,12.9,62.7,21.2
622,2021-07-01,300.0,9.8,40.4,12.5
623,2021-07-02,967.7,32.8,98.3,30.0
624,2021-07-02,921.4,34.6,119.9,34.8
625,2021-07-02,290.4,0.0,75.0,0.0
626,2021-07-03,707.6,25.8,48.6,27.3
627,2021-07-03,193.6,0.0,50.0,0.0
628,2021-07-03,1018.1,34.6,144.9,34.8
629,2021-07-03,300.0,9.8,40.4,12.5
630,2021-07-04,1393.6,39.2,211.6,50.0
631,2021-07-04,626.8,16.5,43.6,25.1
632,2021-07-04,300.0,9.8,40.4,12.5
633,2021-07-05,1161.3,31.3,181.9,44.0
634,2021-07-05,300.0,9.8,40.4,12.5
635,2021-07-05,1018.1,34.6,144.9,34.8
636,2021-07-06,1156.8,32.0,189.2,34.8
637,2021-07-06,996.8,29.4,146.2,37.5
638,2021-07-07,399.8,24.4,39.2,10.6
639,2021-07-07,1028.6,41.4,128.1,40.4
640,2021-07-07,857.2,30.1,118.4,30.6
641,2021-07-08,1110.3,42.8,149.4,37.7
642,2021-07-08,808.8,35.3,90.8,33.9
643,2021-07-08,300.0,9.8,40.4,12.5
644,2021-07-09,1038.3,39.1,145.5,30.6
645,2021-07-09,379.8,21.8,40.1,10.1
646,2021-07-09,895.4,33.2,118.0,33.4
647,2021-07-10,504.1,22.3,60.6,17.7
648,2021-07-10,1018.1,34.6,144.9,34.8
649,2021-07-10,300.0,9.8,40.4,12.5
650,2021-07-10,541.6,19.1,74.8,19.1
651,2021-07-11,797.9,34.0,105.7,22.7
652,2021-07-11,523.1,34.1,41.2,18.2
653,2021-07-11,1018.1,34.6,144.9,34.8
654,2021-07-12,900.9,32.1,126.0,30.2
655,2021-07-12,469.5,21.1,65.0,10.1
656,2021-07-12,973.2,36.4,127.3,36.5
657,2021-07-13,541.6,19.1,74.8,19.1
658,2021-07-13,1200.0,39.2,161.6,50.0
659,2021-07-13,300.0,9.8,40.4,12.5
660,2021-07-13,766.4,36.8,85.6,29.2
661,2021-07-14,465.5,20.7,64.6,9.5
662,2021-07-14,1118.5,54.5,111.0,54.0
663,2021-07-14,639.1,24.5,81.9,24.2
664,2021-07-15,893.4,20.9,102.5,21.8
665,2021-07-15,666.1,34.2,69.7,26.9
666,2021-07-15,606.6,22.7,79.5,22.5
667,2021-07-16,592.3,12.3,113.5,10.7
668,2021-07-16,762.4,32.6,87.0,31.9
669,2021-07-16,544.2,34.9,23.2,34.2
670,2021-07-17,1821.4,64.0,241.1,72.3
671,2021-07-17,363.6,6.2,71.6,5.9
672,2021-07-17,101.8,0.3,25.3,0.2
673,2021-07-18,1137.9,34.8,182.2,30.8
674,2021-07-18,611.5,27.6,71.4,23.4
675,2021-07-18,766.1,31.4,90.7,31.7
676,2021-07-19,539.4,31.7,44.5,24.5
677,2021-07-19,673.1,14.9,105.3,19.8
678,2021-07-19,1044.1,40.2,132.4,41.4
679,2021-07-20,861.6,34.7,103.0,36.9
680,2021-07-20,600.0,19.6,80.8,25.0
681,2021-07-20,804.9,51.8,45.9,40.0
682,2021-07-21,698.6,16.1,115.0,28.7
683,2021-07-21,996.0,56.2,103.4,24.5
684,2021-07-21,825.0,24.2,120.2,39.2
685,2021-07-22,674.4,37.3,67.0,25.8
686,2021-07-22,444.8,19.1,49.8,19.1
687,2021-07-22,515.3,12.9,67.4,32.5
688,2021-07-22,640.0,19.6,89.8,25.0
689,2021-07-23,178.5,2.0,38.8,7.0
690,2021-07-23,760.4,25.3,105.4,30.5
691,2021-07-23,610.0,32.0,54.0,26.0
692,2021-07-23,600.0,19.6,80.8,25.0
693,2021-07-24,150.0,5.2,21.8,5.3
694,2021-07-24,670.2,20.1,88.6,39.0
695,2021-07-24,1080.8,35.9,156.6,36.1
696,2021-07-25,307.6,11.2,43.6,10.6
697,2021-07-25,800.8,27.4,124.9,18.4
698,2021-07-25,1143.9,39.4,161.2,39.4
699,2021-07-26,72.0,0.2,19.1,0.4
700,2021-07-26,632.0,27.2,80.8,18.0
701,2021-07-26,600.0,19.6,80.8,25.0
702,2021-07-26,1083.1,38.2,149.6,38.2
703,2021-07-27,300.0,10.4,43.6,10.6
704,2021-07-27,372.0,10.0,59.5,12.9
705,2021-07-27,646.5,26.8,72.9,32.4
706,2021-07-27,1121.8,38.2,159.6,38.2
707,2021-07-28,372.0,10.0,59.5,12.9
708,2021-07-28,690.5,20.3,88.9,43.4
709,2021-07-28,1200.0,39.2,161.6,50.0
710,2021-07-29,354.5,9.0,62.9,11.0
711,2021-07-29,600.0,19.6,80.8,25.0
712,2021-07-29,934.0,41.4,87.7,59.7
713,2021-07-29,1000.1,44.3,107.6,44.0
714,2021-07-30,286.4,9.3,43.8,10.6
715,2021-07-30,674.8,25.8,83.8,32.7
716,2021-07-30,164.3,9.9,17.6,1.3
717,2021-07-30,873.4,37.3,98.4,37.4
718,2021-07-31,274.7,8.0,43.7,10.6
719,2021-07-31,570.5,18.8,72.9,32.4
720,2021-07-31,995.6,44.1,107.3,43.7
721,2021-07-31,212.0,12.8,22.7,1.7
722,2021-08-01,358.4,9.5,62.9,11.0
723,2021-08-01,450.2,25.9,48.7,6.0
724,2021-08-01,712.1,28.4,86.8,28.9
725,2021-08-01,624.0,24.1,87.2,16.2
726,2021-08-02,433.3,8.7,35.9,16.9
727,2021-08-02,95.7,7.7,3.6,4.1
728,2021-08-02,1182.3,50.7,137.0,45.6
729,2021-08-02,962.4,42.2,104.9,42.0
730,2021-08-03,586.4,19.1,84.2,23.1
731,2021-08-03,303.8,3.1,64.9,7.0
732,2021-08-03,1128.6,53.0,116.1,50.3
733,2021-08-03,300.0,9.8,40.4,12.5
734,2021-08-04,815.6,14.5,114.4,30.2
735,2021-08-04,468.0,23.8,36.7,27.5
736,2021-08-04,1035.9,46.3,110.2,45.9
737,2021-08-05,547.7,4.8,79.0,18.2
738,2021-08-05,144.0,0.4,38.2,0.8
739,2021-08-05,896.8,38.6,100.1,38.6
740,2021-08-05,967.6,42.5,105.2,42.3
741,2021-08-06,548.9,5.0,74.8,19.0
742,2021-08-06,409.5,22.7,29.6,21.4
743,2021-08-06,696.0,6.0,81.6,19.4
744,2021-08-06,1029.3,45.9,109.7,45.5
745,2021-08-07,859.0,40.0,107.9,20.4
746,2021-08-07,277.0,21.0,1.4,19.0
747,2021-08-07,194.0,10.4,22.2,3.4
748,2021-08-07,1024.8,45.7,109.4,45.3
749,2021-08-08,618.2,5.4,86.0,20.0
750,2021-08-08,558.0,30.0,55.6,15.8
751,2021-08-08,1005.3,44.6,108.0,44.3
752,2021-08-09,636.7,5.7,83.1,21.2
753,2021-08-09,1035.2,46.3,110.1,45.8
754,2021-08-09,364.0,19.6,33.4,12.4
755,2021-08-09,300.0,9.8,40.4,12.5
756,2021-08-10,618.2,5.4,86.0,20.0
757,2021-08-10,601.8,38.6,42.4,22.6
758,2021-08-10,996.9,44.1,107.4,43.8
759,2021-08-10,499.2,27.6,36.1,26.1
760,2021-08-11,455.1,4.2,69.5,15.9
761,2021-08-11,558.0,30.0,55.6,15.8
762,2021-08-11,1191.0,44.0,158.1,43.6
763,2021-08-12,149.2,1.3,22.1,4.6
764,2021-08-12,307.0,18.1,25.0,12.4
765,2021-08-12,999.5,44.3,107.5,43.9
766,2021-08-12,849.3,36.0,96.7,36.1
767,2021-08-13,447.8,3.8,66.2,14.0
768,2021-08-13,752.0,40.4,77.8,19.2
769,2021-08-13,194.0,10.4,22.2,3.4
770,2021-08-13,1180.6,43.6,156.7,43.3
771,2021-08-14,352.0,19.6,32.3,10.4
772,2021-08-14,388.0,20.8,44.4,6.8
773,2021-08-14,1039.1,46.5,110.4,46.0
774,2021-08-14,948.1,41.4,103.8,41.3
775,2021-08-15,510.0,29.4,46.8,12.6
776,2021-08-15,388.0,20.8,44.4,6.8
777,2021-08-15,948.1,41.4,103.8,41.3
778,2021-08-15,300.0,9.8,40.4,12.5
779,2021-08-16,305.9,11.4,43.8,10.6
780,2021-08-16,600.0,19.6,80.8,25.0
781,2021-08-16,470.0,19.6,56.0,16.7
782,2021-08-16,979.9,43.2,106.1,42.9
783,2021-08-17,317.6,12.7,43.8,10.6
784,2021-08-17,201.4,12.2,21.5,1.6
785,2021-08-17,976.7,43.0,105.9,42.8
786,2021-08-17,600.0,19.6,80.8,25.0
787,2021-08-18,300.0,9.8,40.4,12.5
788,2021-08-18,344.9,11.2,44.5,19.9
789,2021-08-18,1316.7,61.9,130.5,60.5
790,2021-08-19,281.0,8.4,43.6,10.6
791,2021-08-19,600.0,19.6,80.8,25.0
792,2021-08-19,376.0,20.2,38.9,9.6
793,2021-08-19,993.6,44.0,107.1,43.6
794,2021-08-20,286.4,9.3,43.8,10.6
795,2021-08-20,794.0,30.0,103.0,28.4
796,2021-08-20,905.9,39.1,100.8,39.1
797,2021-08-20,313.6,10.6,41.4,13.2
798,2021-08-21,600.0,19.6,80.8,25.0
799,2021-08-21,600.0,19.6,80.8,25.0
800,2021-08-21,266.0,5.9,45.4,9.6
801,2021-08-21,834.7,42.4,77.1,39.1
802,2021-08-22,290.3,9.7,43.8,10.6
803,2021-08-22,364.0,19.6,33.4,12.4
804,2021-08-22,900.0,29.4,121.2,37.5
805,2021-08-22,757.4,36.4,72.4,35.5
806,2021-08-23,600.0,19.6,80.8,25.0
807,2021-08-23,290.3,9.7,43.8,10.6
808,2021-08-23,1098.1,50.7,114.2,48.9
809,2021-08-23,311.3,17.2,22.5,16.3
810,2021-08-24,450.0,19.8,50.4,20.0
811,2021-08-24,600.0,19.6,80.8,25.0
812,2021-08-24,1084.6,49.0,113.7,48.4
813,2021-08-24,880.0,46.0,70.0,52.0
814,2021-08-25,366.6,15.9,46.3,12.6
815,2021-08-25,360.9,14.7,42.7,15.1
816,2021-08-25,300.0,9.8,40.4,12.5
817,2021-08-25,1128.2,51.4,116.8,50.6
818,2021-08-26,541.5,15.1,44.8,19.6
819,2021-08-26,775.6,38.8,75.6,41.4
820,2021-08-27,846.4,42.8,80.7,45.1
821,2021-08-27,876.6,44.5,83.0,46.9
822,2021-08-27,600.0,19.6,80.8,25.0
823,2021-08-28,857.4,43.4,81.5,45.7
824,2021-08-28,144.0,0.4,38.2,0.8
825,2021-08-28,897.7,45.7,84.5,48.2
826,2021-08-28,300.0,9.8,40.4,12.5
827,2021-08-29,915.3,46.6,85.7,48.7
828,2021-08-29,333.1,10.0,56.3,5.8
829,2021-08-29,905.2,46.1,85.1,48.4
830,2021-08-29,383.5,21.2,27.7,20.0
831,2021-08-30,835.1,41.9,79.6,43.7
832,2021-08-30,303.0,10.0,55.2,2.1
833,2021-08-30,938.7,47.9,87.4,49.9
834,2021-08-30,425.1,23.5,30.7,22.2
835,2021-08-31,819.7,41.3,78.8,43.7
836,2021-08-31,144.0,0.4,38.2,0.8
837,2021-08-31,988.0,50.7,91.1,52.9
838,2021-08-31,542.0,25.9,57.7,18.6
839,2021-09-01,928.5,47.7,87.1,50.6
840,2021-09-01,508.0,20.0,71.6,13.2
841,2021-09-02,900.0,29.4,121.2,37.5
842,2021-09-02,920.5,46.9,86.1,49.0
843,2021-09-02,953.7,48.7,88.5,50.7
844,2021-09-02,733.3,35.8,71.6,36.7
845,2021-09-03,946.0,48.7,88.4,51.5
846,2021-09-03,364.0,19.6,33.4,12.4
847,2021-09-03,900.3,45.8,84.6,47.9
848,2021-09-03,300.0,9.8,40.4,12.5
849,2021-09-04,920.5,46.9,86.1,49.0
850,2021-09-04,920.8,47.0,86.2,49.2
851,2021-09-04,388.0,20.8,44.4,6.8
852,2021-09-04,300.0,9.8,40.4,12.5
853,2021-09-05,960.1,49.2,89.0,51.4
854,2021-09-05,144.0,0.5,38.1,0.7
855,2021-09-05,947.8,48.4,88.1,50.4
856,2021-09-06,928.3,47.3,86.7,49.4
857,2021-09-06,372.0,10.0,59.5,12.9
858,2021-09-06,985.5,50.5,90.8,52.4
859,2021-09-06,219.7,12.2,15.9,11.5
860,2021-09-07,855.2,43.3,81.5,45.8
861,2021-09-07,1079.7,56.4,98.5,59.8
862,2021-09-07,600.0,19.6,80.8,25.0
863,2021-09-08,1073.2,56.0,98.1,59.5
864,2021-09-08,72.0,0.2,19.1,0.4
865,2021-09-08,932.5,47.6,87.1,49.8
866,2021-09-08,435.2,17.3,50.2,19.6
867,2021-09-09,1004.3,51.6,92.2,53.7
868,2021-09-09,72.0,0.2,19.1,0.4
869,2021-09-09,1149.1,61.0,100.9,58.4
870,2021-09-09,300.0,9.8,40.4,12.5
871,2021-09-10,1017.4,52.2,93.1,54.1
872,2021-09-10,153.2,3.6,30.0,3.0
873,2021-09-10,72.0,0.2,19.1,0.4
874,2021-09-10,1269.8,59.5,130.1,64.4
875,2021-09-11,708.3,35.2,70.8,38.1
876,2021-09-11,782.0,29.4,97.5,31.2
877,2021-09-11,300.0,9.8,40.4,12.5
878,2021-09-11,762.0,38.0,74.5,40.3
879,2021-09-12,750.2,37.3,73.7,39.7
880,2021-09-12,182.0,9.8,16.7,6.2
881,2021-09-12,900.0,29.4,121.2,37.5
882,2021-09-12,600.0,19.6,80.8,25.0
883,2021-09-13,300.0,9.8,40.4,12.5
884,2021-09-13,600.0,19.6,80.8,25.0
885,2021-09-13,900.0,29.4,121.2,37.5
886,2021-09-13,600.0,19.6,80.8,25.0
887,2021-09-14,600.0,19.6,80.8,25.0
888,2021-09-14,600.0,19.6,80.8,25.0
889,2021-09-14,600.0,19.6,80.8,25.0
890,2021-09-14,1058.1,55.0,96.7,57.9
891,2021-09-15,1044.7,54.3,95.7,57.4
892,2021-09-15,182.0,9.8,16.7,6.2
893,2021-09-15,1021.0,51.8,92.5,51.9
894,2021-09-16,300.0,9.8,40.4,12.5
895,2021-09-16,600.0,19.6,80.8,25.0
896,2021-09-16,941.9,48.2,87.7,50.5
897,2021-09-16,687.6,39.2,55.1,37.7
898,2021-09-17,932.5,47.6,87.1,49.8
899,2021-09-17,482.0,19.6,57.1,18.7
900,2021-09-17,927.6,47.4,86.7,49.7
901,2021-09-18,937.7,47.9,87.5,50.4
902,2021-09-18,910.6,46.5,85.7,49.1
903,2021-09-18,600.0,19.6,80.8,25.0
904,2021-09-19,906.1,46.2,85.3,48.9
905,2021-09-19,600.0,19.6,80.8,25.0
906,2021-09-19,945.8,48.4,88.0,50.7
907,2021-09-20,918.2,46.8,86.0,49.1
908,2021-09-20,600.0,19.6,80.8,25.0
909,2021-09-20,802.3,38.9,75.7,37.8
910,2021-09-20,300.0,9.8,40.4,12.5
911,2021-09-21,926.4,47.2,86.5,49.3
912,2021-09-21,300.0,9.8,40.4,12.5
913,2021-09-21,936.8,47.8,87.3,49.8
914,2021-09-21,300.0,9.8,40.4,12.5
915,2021-09-22,927.9,47.3,86.7,49.6
916,2021-09-22,300.0,9.8,40.4,12.5
917,2021-09-22,925.7,47.2,86.5,49.3
918,2021-09-22,600.0,19.6,80.8,25.0
919,2021-09-23,922.4,47.0,86.2,49.1
920,2021-09-23,300.0,9.8,40.4,12.5
921,2021-09-23,756.8,36.4,72.4,35.4
922,2021-09-23,600.0,19.6,80.8,25.0
923,2021-09-24,928.3,47.3,86.7,49.4
924,2021-09-24,600.0,19.6,80.8,25.0
925,2021-09-24,300.0,9.8,40.4,12.5
926,2021-09-24,927.0,47.2,86.6,49.3
927,2021-09-25,939.6,48.0,87.6,50.2
928,2021-09-25,300.0,9.8,40.4,12.5
929,2021-09-25,600.0,19.6,80.8,25.0
930,2021-09-25,600.0,19.6,80.8,25.0
931,2021-09-26,900.0,29.4,121.2,37.5
932,2021-09-26,600.0,19.6,80.8,25.0
933,2021-09-26,600.0,19.6,80.8,25.0
934,2021-09-27,300.0,9.8,40.4,12.5
935,2021-09-27,898.3,45.8,84.8,48.5
936,2021-09-27,600.0,19.6,80.8,25.0
937,2021-09-27,849.0,43.0,81.0,45.6
938,2021-09-28,300.0,9.8,40.4,12.5
939,2021-09-28,600.0,19.6,80.8,25.0
940,2021-09-28,885.1,44.8,83.4,47.0
941,2021-09-28,600.0,19.6,80.8,25.0
942,2021-09-29,600.0,19.6,80.8,25.0
943,2021-09-29,300.0,9.8,40.4,12.5
944,2021-09-29,895.0,45.8,84.7,49.0
945,2021-09-29,300.0,9.8,40.4,12.5
946,2021-09-30,300.0,9.8,40.4,12.5
947,2021-09-30,300.0,9.8,40.4,12.5
948,2021-09-30,605.9,28.8,62.6,30.6
949,2021-09-30,982.5,43.3,106.3,43.1
950,2021-10-01,300.0,9.8,40.4,12.5
951,2021-10-01,637.4,30.6,64.9,32.2
952,2021-10-01,1253.5,51.8,144.9,54.8
953,2021-10-01,300.0,9.8,40.4,12.5
954,2021-10-02,900.0,29.4,121.2,37.5
955,2021-10-02,798.4,39.9,77.0,42.0
956,2021-10-02,600.0,19.6,80.8,25.0
957,2021-10-03,781.5,38.9,75.7,40.7
958,2021-10-03,754.8,37.0,73.2,37.8
959,2021-10-03,935.8,40.8,102.9,40.6
960,2021-10-04,763.6,37.4,73.7,38.1
961,2021-10-04,1093.3,50.3,115.4,51.5
962,2021-10-04,600.0,19.6,80.8,25.0
963,2021-10-05,600.0,19.6,80.8,25.0
964,2021-10-05,865.3,43.1,81.2,43.6
965,2021-10-05,1085.7,49.9,115.0,51.6
966,2021-10-06,736.6,36.0,71.8,36.9
967,2021-10-06,809.4,40.0,77.1,40.7
968,2021-10-06,839.0,41.6,79.2,42.0
969,2021-10-07,733.4,35.8,71.6,36.7
970,2021-10-07,865.9,43.1,81.2,43.6
971,2021-10-07,600.0,19.6,80.8,25.0
972,2021-10-07,300.0,9.8,40.4,12.5
973,2021-10-08,739.9,36.2,72.1,37.0
974,2021-10-08,900.0,29.4,121.2,37.5
975,2021-10-08,900.0,29.4,121.2,37.5
976,2021-10-09,600.0,19.6,80.8,25.0
977,2021-10-09,900.0,29.4,121.2,37.5
978,2021-10-09,600.0,19.6,80.8,25.0
979,2021-10-09,600.0,19.6,80.8,25.0
980,2021-10-10,815.6,40.4,77.6,41.2
981,2021-10-10,600.0,19.6,80.8,25.0
982,2021-10-10,600.0,19.6,80.8,25.0
983,2021-10-10,600.0,19.6,80.8,25.0
984,2021-10-11,600.0,19.6,80.8,25.0
985,2021-10-11,900.0,29.4,121.2,37.5
986,2021-10-11,600.0,19.6,80.8,25.0
987,2021-10-12,300.0,9.8,40.4,12.5
988,2021-10-12,1167.8,53.9,122.8,59.1
989,2021-10-12,600.0,19.6,80.8,25.0
990,2021-10-12,900.0,29.4,121.2,37.5
991,2021-10-13,877.4,44.1,82.5,45.6
992,2021-10-13,600.0,19.6,80.8,25.0
993,2021-10-13,873.3,43.6,81.9,44.6
994,2021-10-13,300.0,9.8,40.4,12.5
995,2021-10-14,300.0,9.8,40.4,12.5
996,2021-10-14,1164.9,53.0,121.7,56.6
997,2021-10-14,886.3,44.5,83.0,45.5
998,2021-10-15,808.3,40.0,77.2,41.2
999,2021-10-15,900.0,29.4,121.2,37.5
1000,2021-10-15,749.9,36.8,72.9,37.7
1001,2021-10-16,300.0,9.8,40.4,12.5
1002,2021-10-16,826.6,41.0,78.4,41.8
1003,2021-10-16,900.0,29.4,121.2,37.5
1004,2021-10-16,600.0,19.6,80.8,25.0
1005,2021-10-17,919.2,46.2,85.1,46.8
1006,2021-10-17,900.0,29.4,121.2,37.5
1007,2021-10-17,798.0,39.3,76.2,39.9
1008,2021-10-18,908.0,45.8,84.6,46.8
1009,2021-10-18,600.0,19.6,80.8,25.0
1010,2021-10-18,900.0,29.4,121.2,37.5
1011,2021-10-18,144.0,0.0,50.7,0.0
1012,2021-10-19,798.0,39.4,76.4,40.3
1013,2021-10-19,300.0,9.8,40.4,12.5
1014,2021-10-19,890.0,44.3,82.8,44.5
1015,2021-10-19,1129.3,43.4,136.7,48.5
1016,2021-10-20,300.0,9.8,40.4,12.5
1017,2021-10-20,799.3,39.5,76.5,40.3
1018,2021-10-20,820.2,40.5,77.7,40.7
1019,2021-10-20,595.0,16.8,108.4,14.3
1020,2021-10-21,791.5,38.9,75.7,39.6
1021,2021-10-21,741.3,36.1,71.9,36.5
1022,2021-10-21,900.0,29.4,121.2,37.5
1023,2021-10-22,788.0,19.6,124.8,27.2
1024,2021-10-22,900.0,29.4,121.2,37.5
1025,2021-10-22,900.0,29.4,121.2,37.5
1026,2021-10-23,857.1,42.7,80.7,43.4
1027,2021-10-23,600.0,19.6,80.8,25.0
1028,2021-10-23,845.5,42.1,79.8,42.7
1029,2021-10-23,300.0,9.8,40.4,12.5
1030,2021-10-24,881.8,44.1,82.5,45.0
1031,2021-10-24,1200.0,39.2,161.6,50.0
1032,2021-10-24,860.3,43.1,81.1,44.1
1033,2021-10-25,891.1,44.8,83.4,45.9
1034,2021-10-25,1200.0,39.2,161.6,50.0
1035,2021-10-25,786.4,38.7,75.3,39.3
1036,2021-10-26,822.1,40.6,77.9,41.2
1037,2021-10-26,890.5,44.8,83.4,45.9
1038,2021-10-26,795.1,39.2,76.1,39.9
1039,2021-10-26,300.0,9.8,40.4,12.5
1040,2021-10-27,855.3,42.3,80.1,42.3
1041,2021-10-27,739.7,35.8,71.6,35.9
1042,2021-10-27,144.0,0.0,50.7,0.0
1043,2021-10-27,1096.0,48.6,115.9,50.8
1044,2021-10-28,849.7,42.2,80.0,42.8
1045,2021-10-28,800.8,39.2,76.0,39.1
1046,2021-10-28,600.0,19.6,80.8,25.0
1047,2021-10-28,600.0,19.6,80.8,25.0
1048,2021-10-29,600.0,19.6,80.8,25.0
1049,2021-10-29,813.4,40.1,77.1,40.3
1050,2021-10-29,886.3,44.5,83.0,45.5
1051,2021-10-30,748.4,35.9,71.7,35.0
1052,2021-10-30,900.0,29.4,121.2,37.5
1053,2021-10-30,900.0,29.4,121.2,37.5
1054,2021-10-31,600.0,19.6,80.8,25.0
1055,2021-10-31,860.3,42.5,80.3,42.0
1056,2021-10-31,1069.8,46.9,113.7,48.6
1057,2021-11-01,818.6,40.3,77.5,40.5
1058,2021-11-01,799.5,39.1,75.9,39.0
1059,2021-11-01,900.0,29.4,121.2,37.5
1060,2021-11-02,600.0,19.6,80.8,25.0
1061,2021-11-02,840.5,41.4,78.9,41.1
1062,2021-11-02,600.0,19.6,80.8,25.0
1063,2021-11-02,1060.0,19.6,164.2,25.2
1064,2021-11-03,600.0,19.7,80.8,25.1
1065,2021-11-03,216.0,0.0,76.0,0.0
1066,2021-11-03,600.0,19.6,80.8,25.0
1067,2021-11-04,856.7,42.3,80.1,42.0
1068,2021-11-04,867.6,43.2,81.2,43.5
1069,2021-11-04,900.0,29.4,121.2,37.5
1070,2021-11-05,600.0,19.6,80.8,25.0
1071,2021-11-05,879.5,44.2,82.6,45.3
1072,2021-11-05,300.0,9.8,40.4,12.5
1073,2021-11-05,774.0,9.8,189.2,14.1
1074,2021-11-06,817.4,40.0,77.0,39.4
1075,2021-11-06,871.3,43.1,81.1,42.6
1076,2021-11-06,906.0,23.6,119.1,25.0
1077,2021-11-07,810.9,39.6,76.6,39.1
1078,2021-11-07,744.0,19.6,131.5,25.0
1079,2021-11-07,859.3,42.5,80.4,42.5
1080,2021-11-07,300.0,9.8,40.4,12.5
1081,2021-11-08,1442.3,61.3,160.1,66.9
1082,2021-11-08,818.7,40.0,77.1,39.5
1083,2021-11-08,600.0,19.6,80.8,25.0
1084,2021-11-09,852.0,42.4,80.3,43.1
1085,2021-11-09,600.0,19.6,80.8,25.0
1086,2021-11-09,600.0,19.6,80.8,25.0
1087,2021-11-09,600.0,19.6,80.8,25.0
1088,2021-11-10,300.0,9.8,40.4,12.5
1089,2021-11-10,900.0,29.4,121.2,37.5
1090,2021-11-10,600.0,19.6,80.8,25.0
1091,2021-11-10,600.0,19.6,80.8,25.0
1092,2021-11-11,900.0,29.4,121.2,37.5
1093,2021-11-11,563.3,25.9,58.7,26.1
1094,2021-11-11,593.9,27.6,60.9,27.7
1095,2021-11-11,1453.2,28.0,229.7,27.7
1096,2021-11-12,622.8,29.1,63.0,29.0
1097,2021-11-12,600.0,19.6,80.8,25.0
1098,2021-11-12,600.0,19.6,80.8,25.0
1099,2021-11-12,805.5,0.6,176.8,3.8
1100,2021-11-13,600.0,19.6,80.8,25.0
1101,2021-11-13,900.0,29.4,121.2,37.5
1102,2021-11-13,409.0,0.0,127.2,0.0
1103,2021-11-14,600.0,19.6,80.8,25.0
1104,2021-11-14,664.3,31.7,66.3,32.3
1105,2021-11-14,665.2,31.8,66.4,32.5
1106,2021-11-14,1272.4,29.4,216.0,40.9
1107,2021-11-15,934.7,39.8,104.5,43.1
